Price,Type_of_Sale,Locality,Type_of_Property,Subtype_of_Property,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,State_of_the_Building
295000.0,,Jette,APARTMENT,APARTMENT,2.0,87.0,False,0.0,,1.0,24.0,,,,,2.0,0.0,AS_NEW
395000.0,,WAVRE,APARTMENT,APARTMENT,2.0,100.0,False,,,1.0,12.0,,,,,2.0,,
300000.0,,ATHUS,APARTMENT,APARTMENT,6.0,233.0,False,,,,,,,,,,,TO_RESTORE
215000.0,,Geraardsbergen,HOUSE,HOUSE,2.0,75.0,False,0.0,,,,,,,43.0,2.0,,JUST_RENOVATED
595000.0,,Kraainem,HOUSE,MIXED_USE_BUILDING,4.0,350.0,False,0.0,,1.0,,1.0,1400.0,1400.0,1724.0,4.0,0.0,GOOD
349000.0,,Ieper,APARTMENT,APARTMENT,3.0,126.0,False,0.0,,1.0,22.0,,,,,4.0,0.0,AS_NEW
130000.0,,Forest,APARTMENT,APARTMENT,1.0,45.0,False,,,,,,,,,2.0,0.0,GOOD
,,Hasselt,HOUSE_GROUP,HOUSE_GROUP,,,False,,,,,,,,,,,
925000.0,,Veldwezelt,HOUSE,VILLA,4.0,430.0,False,1.0,,,,,,,1368.0,,,AS_NEW
169000.0,,Merelbeke,APARTMENT,APARTMENT,1.0,43.0,False,0.0,,1.0,18.0,,,,,3.0,0.0,TO_BE_DONE_UP
569000.0,,Gent,HOUSE,HOUSE,3.0,157.0,False,0.0,,,,1.0,55.0,55.0,156.0,,,GOOD
139000.0,,Antwerpen,APARTMENT,APARTMENT,1.0,61.0,False,,,1.0,4.0,,,,,,,AS_NEW
436750.0,,La Roche-en-Ardenne,HOUSE,VILLA,3.0,,False,,,1.0,17.0,,,,980.0,4.0,0.0,AS_NEW
